recordid,customer_id,customer_name,email,region,meter_id,housing_type,reading_timestamp,energy_usage_kWh,baseline_kWh,spike_detected,spike_percentage,reason_detected,alert_sent,alert_time,resolved,reading_ts,alert_ts,spike_detected_b,alert_sent_b,resolved_b,excess_kwh,ratio,excess_pct,rule_spike,detectable,alert_latency_min,category,is_fault,excess_cost_gbp,hour,date,day_name
REC003809,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 07:55:12,0.33,0.51,False,0.0,,False,,,2024-01-03 07:55:12,,False,False,,-0.18,0.6470588235294118,-35.29411764705882,False,True,,,False,0.0,7,2024-01-03,Wednesday
REC003810,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 08:24:00,0.82,0.7,False,0.0,,False,,,2024-01-03 08:24:00,,False,False,,0.12,1.1714285714285715,17.14285714285715,False,True,,,False,0.034344,8,2024-01-03,Wednesday
REC003811,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 09:07:12,0.73,0.78,False,0.0,,False,,,2024-01-03 09:07:12,,False,False,,-0.050000000000000044,0.9358974358974358,-6.410256410256421,False,True,,,False,0.0,9,2024-01-03,Wednesday
REC003812,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 09:36:00,1.05,1.09,False,0.0,,False,,,2024-01-03 09:36:00,,False,False,,-0.040000000000000036,0.963302752293578,-3.669724770642202,False,False,,,False,0.0,9,2024-01-03,Wednesday
REC003813,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 10:04:48,0.64,0.69,False,0.0,,False,,,2024-01-03 10:04:48,,False,False,,-0.04999999999999993,0.9275362318840581,-7.246376811594191,False,True,,,False,0.0,10,2024-01-03,Wednesday
REC003814,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 10:33:36,0.74,0.75,False,0.0,,False,,,2024-01-03 10:33:36,,False,False,,-0.010000000000000009,0.9866666666666667,-1.3333333333333308,False,True,,,False,0.0,10,2024-01-03,Wednesday
REC003815,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 11:02:24,0.98,0.8,False,0.0,,False,,,2024-01-03 11:02:24,,False,False,,0.17999999999999994,1.2249999999999999,22.499999999999986,False,True,,,False,0.051515999999999985,11,2024-01-03,Wednesday
REC003816,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 11:31:12,0.51,0.46,False,0.0,,False,,,2024-01-03 11:31:12,,False,False,,0.04999999999999999,1.108695652173913,10.869565217391308,False,True,,,False,0.014309999999999998,11,2024-01-03,Wednesday
REC003817,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 12:00:00,0.53,0.53,False,0.0,,False,,,2024-01-03 12:00:00,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,12,2024-01-03,Wednesday
REC003818,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 12:28:48,0.38,0.49,False,0.0,,False,,,2024-01-03 12:28:48,,False,False,,-0.10999999999999999,0.7755102040816326,-22.44897959183674,False,True,,,False,0.0,12,2024-01-03,Wednesday
REC003819,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 12:57:36,0.26,0.35,False,0.0,,False,,,2024-01-03 12:57:36,,False,False,,-0.08999999999999997,0.7428571428571429,-25.71428571428571,False,True,,,False,0.0,12,2024-01-03,Wednesday
REC003820,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 13:26:24,0.9,0.94,False,0.0,,False,,,2024-01-03 13:26:24,,False,False,,-0.039999999999999925,0.9574468085106383,-4.255319148936165,False,True,,,False,0.0,13,2024-01-03,Wednesday
REC003821,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 13:55:12,0.73,0.78,False,0.0,,False,,,2024-01-03 13:55:12,,False,False,,-0.050000000000000044,0.9358974358974358,-6.410256410256421,False,True,,,False,0.0,13,2024-01-03,Wednesday
REC003822,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 14:24:00,0.9,0.85,False,0.0,,False,,,2024-01-03 14:24:00,,False,False,,0.050000000000000044,1.0588235294117647,5.882352941176472,False,True,,,False,0.014310000000000014,14,2024-01-03,Wednesday
REC003823,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 15:07:12,0.43,0.6,False,0.0,,False,,,2024-01-03 15:07:12,,False,False,,-0.16999999999999998,0.7166666666666667,-28.333333333333332,False,True,,,False,0.0,15,2024-01-03,Wednesday
REC003824,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 15:36:00,0.46,0.38,False,0.0,,False,,,2024-01-03 15:36:00,,False,False,,0.08000000000000002,1.2105263157894737,21.052631578947366,False,True,,,False,0.022896000000000007,15,2024-01-03,Wednesday
REC003825,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 16:04:48,0.47,0.5,False,0.0,,False,,,2024-01-03 16:04:48,,False,False,,-0.030000000000000027,0.94,-6.000000000000005,False,True,,,False,0.0,16,2024-01-03,Wednesday
REC003826,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 16:33:36,0.76,0.89,False,0.0,,False,,,2024-01-03 16:33:36,,False,False,,-0.13,0.8539325842696629,-14.60674157303371,False,True,,,False,0.0,16,2024-01-03,Wednesday
REC003827,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 17:02:24,0.54,0.54,False,0.0,,False,,,2024-01-03 17:02:24,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,17,2024-01-03,Wednesday
REC003828,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 17:31:12,0.82,0.85,False,0.0,,False,,,2024-01-03 17:31:12,,False,False,,-0.030000000000000027,0.9647058823529412,-3.529411764705881,False,True,,,False,0.0,17,2024-01-03,Wednesday
REC003829,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 18:00:00,1.09,1.17,False,0.0,,False,,,2024-01-03 18:00:00,,False,False,,-0.07999999999999985,0.9316239316239318,-6.837606837606824,False,False,,,False,0.0,18,2024-01-03,Wednesday
REC003830,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 18:28:48,1.07,0.82,False,0.0,,False,,,2024-01-03 18:28:48,,False,False,,0.2500000000000001,1.3048780487804879,30.487804878048784,False,True,,,False,0.07155000000000003,18,2024-01-03,Wednesday
REC003831,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 18:57:36,1.09,1.14,False,0.0,,False,,,2024-01-03 18:57:36,,False,False,,-0.04999999999999982,0.9561403508771932,-4.3859649122806825,False,False,,,False,0.0,18,2024-01-03,Wednesday
REC003832,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 19:26:24,0.61,0.51,False,0.0,,False,,,2024-01-03 19:26:24,,False,False,,0.09999999999999998,1.196078431372549,19.6078431372549,False,True,,,False,0.028619999999999996,19,2024-01-03,Wednesday
REC003833,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 19:55:12,0.71,0.54,False,0.0,,False,,,2024-01-03 19:55:12,,False,False,,0.16999999999999993,1.3148148148148147,31.481481481481467,False,True,,,False,0.04865399999999998,19,2024-01-03,Wednesday
REC003834,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 20:24:00,0.75,0.75,False,0.0,,False,,,2024-01-03 20:24:00,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,20,2024-01-03,Wednesday
REC003835,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 21:07:12,0.45,0.36,False,0.0,,False,,,2024-01-03 21:07:12,,False,False,,0.09000000000000002,1.25,25.0,False,True,,,False,0.025758000000000007,21,2024-01-03,Wednesday
REC003836,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 21:36:00,0.62,0.56,False,0.0,,False,,,2024-01-03 21:36:00,,False,False,,0.05999999999999994,1.107142857142857,10.714285714285698,False,True,,,False,0.017171999999999982,21,2024-01-03,Wednesday
REC003837,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 22:04:48,0.99,0.9,False,0.0,,False,,,2024-01-03 22:04:48,,False,False,,0.08999999999999997,1.0999999999999999,9.999999999999986,False,True,,,False,0.025757999999999993,22,2024-01-03,Wednesday
REC003838,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 22:33:36,1.04,1.06,False,0.0,,False,,,2024-01-03 22:33:36,,False,False,,-0.020000000000000018,0.9811320754716981,-1.8867924528301883,False,False,,,False,0.0,22,2024-01-03,Wednesday
REC003839,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 23:02:24,0.84,0.77,False,0.0,,False,,,2024-01-03 23:02:24,,False,False,,0.06999999999999995,1.0909090909090908,9.090909090909083,False,True,,,False,0.020033999999999986,23,2024-01-03,Wednesday
REC003840,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,03/01/2024 23:31:12,0.79,0.75,False,0.0,,False,,,2024-01-03 23:31:12,,False,False,,0.040000000000000036,1.0533333333333335,5.3333333333333455,False,True,,,False,0.01144800000000001,23,2024-01-03,Wednesday
REC003841,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 00:00:00,0.5,0.58,False,0.0,,False,,,2024-01-04 00:00:00,,False,False,,-0.07999999999999996,0.8620689655172414,-13.793103448275856,False,True,,,False,0.0,0,2024-01-04,Thursday
REC003842,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 00:28:48,0.72,0.65,False,0.0,,False,,,2024-01-04 00:28:48,,False,False,,0.06999999999999995,1.1076923076923075,10.769230769230752,False,True,,,False,0.020033999999999986,0,2024-01-04,Thursday
REC003843,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 00:57:36,1.01,1.08,False,0.0,,False,,,2024-01-04 00:57:36,,False,False,,-0.07000000000000006,0.9351851851851851,-6.481481481481488,False,False,,,False,0.0,0,2024-01-04,Thursday
REC003844,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 01:26:24,0.65,0.49,False,0.0,,False,,,2024-01-04 01:26:24,,False,False,,0.16000000000000003,1.326530612244898,32.65306122448981,False,True,,,False,0.04579200000000001,1,2024-01-04,Thursday
REC003845,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 01:55:12,0.54,0.62,False,0.0,,False,,,2024-01-04 01:55:12,,False,False,,-0.07999999999999996,0.870967741935484,-12.903225806451601,False,True,,,False,0.0,1,2024-01-04,Thursday
REC003846,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 02:24:00,0.91,0.97,False,0.0,,False,,,2024-01-04 02:24:00,,False,False,,-0.05999999999999994,0.9381443298969073,-6.185567010309267,False,True,,,False,0.0,2,2024-01-04,Thursday
REC003847,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 03:07:12,0.31,0.53,False,0.0,,False,,,2024-01-04 03:07:12,,False,False,,-0.22000000000000003,0.5849056603773585,-41.509433962264154,False,True,,,False,0.0,3,2024-01-04,Thursday
REC003848,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 03:36:00,1.09,1.18,False,0.0,,False,,,2024-01-04 03:36:00,,False,False,,-0.08999999999999986,0.9237288135593221,-7.627118644067787,False,False,,,False,0.0,3,2024-01-04,Thursday
REC003849,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 04:04:48,0.82,0.65,False,0.0,,False,,,2024-01-04 04:04:48,,False,False,,0.16999999999999993,1.2615384615384615,26.15384615384615,False,True,,,False,0.04865399999999998,4,2024-01-04,Thursday
REC003850,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 04:33:36,0.83,0.68,False,0.0,,False,,,2024-01-04 04:33:36,,False,False,,0.1499999999999999,1.2205882352941175,22.058823529411754,False,True,,,False,0.042929999999999975,4,2024-01-04,Thursday
REC003851,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 05:02:24,0.69,0.69,False,0.0,,False,,,2024-01-04 05:02:24,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,5,2024-01-04,Thursday
REC003852,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 05:31:12,0.68,0.75,False,0.0,,False,,,2024-01-04 05:31:12,,False,False,,-0.06999999999999995,0.9066666666666667,-9.333333333333327,False,True,,,False,0.0,5,2024-01-04,Thursday
REC003853,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 06:00:00,0.45,0.43,False,0.0,,False,,,2024-01-04 06:00:00,,False,False,,0.020000000000000018,1.0465116279069768,4.651162790697683,False,True,,,False,0.005724000000000005,6,2024-01-04,Thursday
REC003854,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 06:28:48,0.4,0.48,False,0.0,,False,,,2024-01-04 06:28:48,,False,False,,-0.07999999999999996,0.8333333333333334,-16.666666666666664,False,True,,,False,0.0,6,2024-01-04,Thursday
REC003855,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 06:57:36,0.49,0.53,False,0.0,,False,,,2024-01-04 06:57:36,,False,False,,-0.040000000000000036,0.9245283018867924,-7.547169811320764,False,True,,,False,0.0,6,2024-01-04,Thursday
REC003856,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 07:26:24,0.64,0.59,False,0.0,,False,,,2024-01-04 07:26:24,,False,False,,0.050000000000000044,1.0847457627118644,8.47457627118644,False,True,,,False,0.014310000000000014,7,2024-01-04,Thursday
REC003857,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 07:55:12,0.45,0.49,False,0.0,,False,,,2024-01-04 07:55:12,,False,False,,-0.03999999999999998,0.9183673469387755,-8.163265306122447,False,True,,,False,0.0,7,2024-01-04,Thursday
REC003858,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 08:24:00,0.9,0.9,False,0.0,,False,,,2024-01-04 08:24:00,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,8,2024-01-04,Thursday
REC003859,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 09:07:12,0.83,0.77,False,0.0,,False,,,2024-01-04 09:07:12,,False,False,,0.05999999999999994,1.077922077922078,7.792207792207795,False,True,,,False,0.017171999999999982,9,2024-01-04,Thursday
REC003860,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 09:36:00,0.47,0.41,False,0.0,,False,,,2024-01-04 09:36:00,,False,False,,0.06,1.146341463414634,14.634146341463406,False,True,,,False,0.017172,9,2024-01-04,Thursday
REC003861,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 10:04:48,0.61,0.66,False,0.0,,False,,,2024-01-04 10:04:48,,False,False,,-0.050000000000000044,0.9242424242424242,-7.57575757575758,False,True,,,False,0.0,10,2024-01-04,Thursday
REC003862,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 10:33:36,0.47,0.54,False,0.0,,False,,,2024-01-04 10:33:36,,False,False,,-0.07000000000000006,0.8703703703703702,-12.962962962962976,False,True,,,False,0.0,10,2024-01-04,Thursday
REC003863,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 11:02:24,0.86,0.8,False,0.0,,False,,,2024-01-04 11:02:24,,False,False,,0.05999999999999994,1.075,7.499999999999996,False,True,,,False,0.017171999999999982,11,2024-01-04,Thursday
REC003864,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 11:31:12,0.4,0.41,False,0.0,,False,,,2024-01-04 11:31:12,,False,False,,-0.009999999999999953,0.9756097560975611,-2.4390243902438935,False,True,,,False,0.0,11,2024-01-04,Thursday
REC003865,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 12:00:00,1.25,1.18,False,0.0,,False,,,2024-01-04 12:00:00,,False,False,,0.07000000000000006,1.0593220338983051,5.932203389830515,False,False,,,False,0.020034000000000017,12,2024-01-04,Thursday
REC003866,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 12:28:48,0.54,0.61,False,0.0,,False,,,2024-01-04 12:28:48,,False,False,,-0.06999999999999995,0.8852459016393444,-11.475409836065564,False,True,,,False,0.0,12,2024-01-04,Thursday
REC003867,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 12:57:36,0.39,0.43,False,0.0,,False,,,2024-01-04 12:57:36,,False,False,,-0.03999999999999998,0.9069767441860466,-9.302325581395344,False,True,,,False,0.0,12,2024-01-04,Thursday
REC003868,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 13:26:24,0.97,0.89,False,0.0,,False,,,2024-01-04 13:26:24,,False,False,,0.07999999999999996,1.0898876404494382,8.98876404494382,False,True,,,False,0.02289599999999999,13,2024-01-04,Thursday
REC003869,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 13:55:12,0.76,0.81,False,0.0,,False,,,2024-01-04 13:55:12,,False,False,,-0.050000000000000044,0.9382716049382716,-6.172839506172845,False,True,,,False,0.0,13,2024-01-04,Thursday
REC003870,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 14:24:00,0.63,0.96,False,0.0,,False,,,2024-01-04 14:24:00,,False,False,,-0.32999999999999996,0.65625,-34.375,False,True,,,False,0.0,14,2024-01-04,Thursday
REC003871,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 15:07:12,0.45,0.38,False,0.0,,False,,,2024-01-04 15:07:12,,False,False,,0.07,1.1842105263157894,18.421052631578938,False,True,,,False,0.020034000000000003,15,2024-01-04,Thursday
REC003872,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 15:36:00,0.38,0.35,False,0.0,,False,,,2024-01-04 15:36:00,,False,False,,0.030000000000000027,1.0857142857142859,8.571428571428585,False,True,,,False,0.008586000000000009,15,2024-01-04,Thursday
REC003873,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 16:04:48,0.38,0.43,False,0.0,,False,,,2024-01-04 16:04:48,,False,False,,-0.04999999999999999,0.8837209302325582,-11.627906976744185,False,True,,,False,0.0,16,2024-01-04,Thursday
REC003874,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 16:33:36,0.83,0.66,False,0.0,,False,,,2024-01-04 16:33:36,,False,False,,0.16999999999999993,1.2575757575757573,25.757575757575736,False,True,,,False,0.04865399999999998,16,2024-01-04,Thursday
REC003875,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 17:02:24,0.31,0.42,False,0.0,,False,,,2024-01-04 17:02:24,,False,False,,-0.10999999999999999,0.7380952380952381,-26.190476190476186,False,True,,,False,0.0,17,2024-01-04,Thursday
REC003876,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 17:31:12,0.73,0.73,False,0.0,,False,,,2024-01-04 17:31:12,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,17,2024-01-04,Thursday
REC003877,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 18:00:00,0.98,0.99,False,0.0,,False,,,2024-01-04 18:00:00,,False,False,,-0.010000000000000009,0.98989898989899,-1.0101010101010055,False,True,,,False,0.0,18,2024-01-04,Thursday
REC003878,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 18:28:48,1.02,1.19,False,0.0,,False,,,2024-01-04 18:28:48,,False,False,,-0.16999999999999993,0.8571428571428572,-14.28571428571428,False,False,,,False,0.0,18,2024-01-04,Thursday
REC003879,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 18:57:36,0.89,0.92,False,0.0,,False,,,2024-01-04 18:57:36,,False,False,,-0.030000000000000027,0.967391304347826,-3.2608695652173947,False,True,,,False,0.0,18,2024-01-04,Thursday
REC003880,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 19:26:24,1.11,0.99,False,0.0,,False,,,2024-01-04 19:26:24,,False,False,,0.1200000000000001,1.1212121212121213,12.121212121212132,False,True,,,False,0.034344000000000034,19,2024-01-04,Thursday
REC003881,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 19:55:12,0.31,0.34,False,0.0,,False,,,2024-01-04 19:55:12,,False,False,,-0.030000000000000027,0.9117647058823529,-8.823529411764708,False,True,,,False,0.0,19,2024-01-04,Thursday
REC003882,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 20:24:00,0.63,0.66,False,0.0,,False,,,2024-01-04 20:24:00,,False,False,,-0.030000000000000027,0.9545454545454545,-4.545454545454552,False,True,,,False,0.0,20,2024-01-04,Thursday
REC003883,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 21:07:12,1.19,1.06,False,0.0,,False,,,2024-01-04 21:07:12,,False,False,,0.1299999999999999,1.1226415094339621,12.264150943396213,False,False,,,False,0.03720599999999997,21,2024-01-04,Thursday
REC003884,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 21:36:00,0.81,0.94,False,0.0,,False,,,2024-01-04 21:36:00,,False,False,,-0.1299999999999999,0.8617021276595745,-13.829787234042545,False,True,,,False,0.0,21,2024-01-04,Thursday
REC003885,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 22:04:48,0.93,0.83,False,0.0,,False,,,2024-01-04 22:04:48,,False,False,,0.10000000000000009,1.1204819277108435,12.048192771084354,False,True,,,False,0.028620000000000027,22,2024-01-04,Thursday
REC003886,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 22:33:36,0.42,0.61,False,0.0,,False,,,2024-01-04 22:33:36,,False,False,,-0.19,0.6885245901639344,-31.147540983606557,False,True,,,False,0.0,22,2024-01-04,Thursday
REC003887,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 23:02:24,0.48,0.38,False,0.0,,False,,,2024-01-04 23:02:24,,False,False,,0.09999999999999998,1.263157894736842,26.315789473684205,False,True,,,False,0.028619999999999996,23,2024-01-04,Thursday
REC003888,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,04/01/2024 23:31:12,0.47,0.6,False,0.0,,False,,,2024-01-04 23:31:12,,False,False,,-0.13,0.7833333333333333,-21.666666666666668,False,True,,,False,0.0,23,2024-01-04,Thursday
REC003889,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,05/01/2024 00:00:00,0.57,0.65,False,0.0,,False,,,2024-01-05 00:00:00,,False,False,,-0.08000000000000007,0.8769230769230768,-12.307692307692319,False,True,,,False,0.0,0,2024-01-05,Friday
REC003890,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,05/01/2024 00:28:48,0.54,0.67,False,0.0,,False,,,2024-01-05 00:28:48,,False,False,,-0.13,0.8059701492537313,-19.402985074626866,False,True,,,False,0.0,0,2024-01-05,Friday
REC003891,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,05/01/2024 00:57:36,1.02,0.95,False,0.0,,False,,,2024-01-05 00:57:36,,False,False,,0.07000000000000006,1.0736842105263158,7.36842105263158,False,True,,,False,0.020034000000000017,0,2024-01-05,Friday
REC003892,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,05/01/2024 01:26:24,0.34,0.34,False,0.0,,False,,,2024-01-05 01:26:24,,False,False,,0.0,1.0,0.0,False,True,,,False,0.0,1,2024-01-05,Friday
REC003893,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,05/01/2024 01:55:12,0.83,0.75,False,0.0,,False,,,2024-01-05 01:55:12,,False,False,,0.07999999999999996,1.1066666666666667,10.666666666666668,False,True,,,False,0.02289599999999999,1,2024-01-05,Friday
REC003894,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,05/01/2024 02:24:00,0.36,0.34,False,0.0,,False,,,2024-01-05 02:24:00,,False,False,,0.019999999999999962,1.0588235294117645,5.88235294117645,False,True,,,False,0.0057239999999999895,2,2024-01-05,Friday
REC003895,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,05/01/2024 03:07:12,0.78,0.82,False,0.0,,False,,,2024-01-05 03:07:12,,False,False,,-0.039999999999999925,0.951219512195122,-4.8780487804877986,False,True,,,False,0.0,3,2024-01-05,Friday
REC003896,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,05/01/2024 03:36:00,1.15,1.09,False,0.0,,False,,,2024-01-05 03:36:00,,False,False,,0.05999999999999983,1.055045871559633,5.504587155963292,False,False,,,False,0.01717199999999995,3,2024-01-05,Friday
REC003897,CUST012,Sally Williams-Wilson,youngdanielle@matthews.com,Leeds,MTR0012,Flat,05/01/2024 04:04:48,0.34,0.32,False,0.0,,False,,,2024-01-05 04:04:48,,False,False,,0.020000000000000018,1.0625,6.25,False,True,,,False,0.005724000000000005,4,2024-01-05,Friday
