recordid,customer_id,customer_name,email,region,meter_id,housing_type,reading_timestamp,energy_usage_kWh,baseline_kWh,spike_detected,spike_percentage,reason_detected,alert_sent,alert_time,resolved
REC003333,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 10:04:48,1.32,1.15,FALSE,0,,FALSE,,
REC003334,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 10:33:36,0.62,0.72,FALSE,0,,FALSE,,
REC003335,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 11:02:24,0.74,0.87,FALSE,0,,FALSE,,
REC003336,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 11:31:12,0.74,0.76,FALSE,0,,FALSE,,
REC003337,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 12:00:00,0.84,0.78,FALSE,0,,FALSE,,
REC003338,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 12:28:48,0.98,0.9,FALSE,0,,FALSE,,
REC003339,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 12:57:36,0.4,0.4,FALSE,0,,FALSE,,
REC003340,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 13:26:24,1.28,1.1,FALSE,0,,FALSE,,
REC003341,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 13:55:12,1.12,1.13,FALSE,0,,FALSE,,
REC003342,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 14:24:00,0.75,0.79,FALSE,0,,FALSE,,
REC003343,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 15:07:12,0.46,0.43,FALSE,0,,FALSE,,
REC003344,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 15:36:00,0.82,0.94,FALSE,0,,FALSE,,
REC003345,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 16:04:48,1.22,1.12,FALSE,0,,FALSE,,
REC003346,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 16:33:36,0.77,0.65,FALSE,0,,FALSE,,
REC003347,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 17:02:24,0.31,0.3,FALSE,0,,FALSE,,
REC003348,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 17:31:12,0.81,0.91,FALSE,0,,FALSE,,
REC003349,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 18:00:00,0.7,0.68,FALSE,0,,FALSE,,
REC003350,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 18:28:48,0.54,0.37,TRUE,45.95,Overnight appliance,TRUE,1/7/2024 18:47,TRUE
REC003351,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 18:57:36,0.52,0.47,FALSE,0,,FALSE,,
REC003352,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 19:26:24,1.19,1.11,FALSE,0,,FALSE,,
REC003353,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 19:55:12,0.5,0.41,FALSE,0,,FALSE,,
REC003354,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 20:24:00,0.34,0.46,FALSE,0,,FALSE,,
REC003355,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 21:07:12,0.79,0.82,FALSE,0,,FALSE,,
REC003356,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 21:36:00,0.96,0.9,FALSE,0,,FALSE,,
REC003357,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 22:04:48,0.32,0.47,FALSE,0,,FALSE,,
REC003358,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 22:33:36,0.6,0.49,FALSE,0,,FALSE,,
REC003359,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 23:02:24,0.44,0.58,FALSE,0,,FALSE,,
REC003360,CUST010,Laura Richardson,parsonsbrett@brown.com,Leeds,MTR0010,Detached,07/01/2024 23:31:12,0.64,0.7,FALSE,0,,FALSE,,
REC003361,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 00:00:00,0.7,0.59,FALSE,0,,FALSE,,
REC003362,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 00:28:48,0.79,0.81,FALSE,0,,FALSE,,
REC003363,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 00:57:36,0.45,0.44,FALSE,0,,FALSE,,
REC003364,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 01:26:24,1.09,0.89,FALSE,0,,FALSE,,
REC003365,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 01:55:12,1.19,1.1,FALSE,0,,FALSE,,
REC003366,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 02:24:00,0.97,0.98,FALSE,0,,FALSE,,
REC003367,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 03:07:12,0.58,0.74,FALSE,0,,FALSE,,
REC003368,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 03:36:00,1.29,1.19,FALSE,0,,FALSE,,
REC003369,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 04:04:48,0.89,0.9,FALSE,0,,FALSE,,
REC003370,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 04:33:36,0.83,0.86,FALSE,0,,FALSE,,
REC003371,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 05:02:24,0.35,0.35,FALSE,0,,FALSE,,
REC003372,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 05:31:12,0.56,0.6,FALSE,0,,FALSE,,
REC003373,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 06:00:00,0.62,0.69,FALSE,0,,FALSE,,
REC003374,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 06:28:48,0.87,0.92,FALSE,0,,FALSE,,
REC003375,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 06:57:36,0.7,0.76,FALSE,0,,FALSE,,
REC003376,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 07:26:24,0.73,0.83,FALSE,0,,FALSE,,
REC003377,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 07:55:12,0.43,0.37,FALSE,0,,FALSE,,
REC003378,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 08:24:00,1.05,0.98,FALSE,0,,FALSE,,
REC003379,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 09:07:12,0.91,0.94,FALSE,0,,FALSE,,
REC003380,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 09:36:00,1.09,0.88,FALSE,0,,FALSE,,
REC003381,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 10:04:48,0.46,0.33,FALSE,0,,FALSE,,
REC003382,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 10:33:36,0.81,0.75,FALSE,0,,FALSE,,
REC003383,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 11:02:24,0.71,0.62,FALSE,0,,FALSE,,
REC003384,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 11:31:12,0.79,0.92,FALSE,0,,FALSE,,
REC003385,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 12:00:00,1.2,1.08,FALSE,0,,FALSE,,
REC003386,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 12:28:48,0.74,0.81,FALSE,0,,FALSE,,
REC003387,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 12:57:36,1.27,1.09,FALSE,0,,FALSE,,
REC003388,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 13:26:24,1.1,0.82,FALSE,0,,FALSE,,
REC003389,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 13:55:12,1.2,0.97,FALSE,0,,FALSE,,
REC003390,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 14:24:00,0.79,0.73,FALSE,0,,FALSE,,
REC003391,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 15:07:12,0.46,0.38,FALSE,0,,FALSE,,
REC003392,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 15:36:00,0.66,0.58,FALSE,0,,FALSE,,
REC003393,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 16:04:48,0.55,0.58,FALSE,0,,FALSE,,
REC003394,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 16:33:36,0.88,0.83,FALSE,0,,FALSE,,
REC003395,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 17:02:24,1.06,1.14,FALSE,0,,FALSE,,
REC003396,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 17:31:12,1.09,0.92,FALSE,0,,FALSE,,
REC003397,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 18:00:00,0.68,0.61,FALSE,0,,FALSE,,
REC003398,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 18:28:48,0.75,0.62,FALSE,0,,FALSE,,
REC003399,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 18:57:36,0.35,0.34,FALSE,0,,FALSE,,
REC003400,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 19:26:24,0.94,0.99,FALSE,0,,FALSE,,
REC003401,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 19:55:12,0.65,0.78,FALSE,0,,FALSE,,
REC003402,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 20:24:00,0.63,0.7,FALSE,0,,FALSE,,
REC003403,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 21:07:12,0.36,0.37,FALSE,0,,FALSE,,
REC003404,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 21:36:00,1.27,1.19,FALSE,0,,FALSE,,
REC003405,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 22:04:48,0.84,0.8,FALSE,0,,FALSE,,
REC003406,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 22:33:36,0.45,0.43,FALSE,0,,FALSE,,
REC003407,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 23:02:24,0.46,0.39,FALSE,0,,FALSE,,
REC003408,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,01/01/2024 23:31:12,0.78,0.79,FALSE,0,,FALSE,,
REC003409,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 00:00:00,0.84,0.77,FALSE,0,,FALSE,,
REC003410,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 00:28:48,0.51,0.49,FALSE,0,,FALSE,,
REC003411,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 00:57:36,0.92,0.9,FALSE,0,,FALSE,,
REC003412,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 01:26:24,0.38,0.45,FALSE,0,,FALSE,,
REC003413,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 01:55:12,0.93,0.96,FALSE,0,,FALSE,,
REC003414,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 02:24:00,0.65,0.84,FALSE,0,,FALSE,,
REC003415,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 03:07:12,0.36,0.45,FALSE,0,,FALSE,,
REC003416,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 03:36:00,1.01,0.9,FALSE,0,,FALSE,,
REC003417,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 04:04:48,0.36,0.44,FALSE,0,,FALSE,,
REC003418,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 04:33:36,0.72,0.68,FALSE,0,,FALSE,,
REC003419,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 05:02:24,0.44,0.52,FALSE,0,,FALSE,,
REC003420,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 05:31:12,1.18,1.09,FALSE,0,,FALSE,,
REC003421,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 06:00:00,1.15,1.1,FALSE,0,,FALSE,,
REC003422,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 06:28:48,0.26,0.38,FALSE,0,,FALSE,,
REC003423,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 06:57:36,0.75,0.65,FALSE,0,,FALSE,,
REC003424,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 07:26:24,0.99,0.86,FALSE,0,,FALSE,,
REC003425,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 07:55:12,0.47,0.55,FALSE,0,,FALSE,,
REC003426,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 08:24:00,0.92,0.95,FALSE,0,,FALSE,,
REC003427,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 09:07:12,0.65,0.75,FALSE,0,,FALSE,,
REC003428,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 09:36:00,0.67,0.59,FALSE,0,,FALSE,,
REC003429,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 10:04:48,0.6,0.6,FALSE,0,,FALSE,,
REC003430,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 10:33:36,0.77,0.77,FALSE,0,,FALSE,,
REC003431,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 11:02:24,0.5,0.71,FALSE,0,,FALSE,,
REC003432,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 11:31:12,1.12,1.13,FALSE,0,,FALSE,,
REC003433,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 12:00:00,0.45,0.32,TRUE,40.62,Overnight appliance,TRUE,1/2/2024 12:03,TRUE
REC003434,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 12:28:48,0.72,0.5,TRUE,44,Overnight appliance,TRUE,1/2/2024 12:59,TRUE
REC003435,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 12:57:36,0.82,0.69,FALSE,0,,FALSE,,
REC003436,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 13:26:24,0.39,0.3,FALSE,0,,FALSE,,
REC003437,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 13:55:12,1.09,1.14,FALSE,0,,FALSE,,
REC003438,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 14:24:00,0.48,0.54,FALSE,0,,FALSE,,
REC003439,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 15:07:12,0.26,0.33,FALSE,0,,FALSE,,
REC003440,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 15:36:00,0.37,0.4,FALSE,0,,FALSE,,
REC003441,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 16:04:48,0.91,0.95,FALSE,0,,FALSE,,
REC003442,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 16:33:36,0.38,0.32,FALSE,0,,FALSE,,
REC003443,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 17:02:24,0.35,0.5,FALSE,0,,FALSE,,
REC003444,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 17:31:12,0.72,0.76,FALSE,0,,FALSE,,
REC003445,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 18:00:00,0.34,0.53,FALSE,0,,FALSE,,
REC003446,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 18:28:48,0.73,0.64,FALSE,0,,FALSE,,
REC003447,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 18:57:36,0.63,0.67,FALSE,0,,FALSE,,
REC003448,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 19:26:24,1.24,1.07,FALSE,0,,FALSE,,
REC003449,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 19:55:12,1.22,1.15,FALSE,0,,FALSE,,
REC003450,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 20:24:00,0.2,0.39,FALSE,0,,FALSE,,
REC003451,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 21:07:12,0.35,0.48,FALSE,0,,FALSE,,
REC003452,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 21:36:00,1.05,1.09,FALSE,0,,FALSE,,
REC003453,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 22:04:48,0.66,0.44,TRUE,50,Heater malfunction,TRUE,1/2/2024 22:14,TRUE
REC003454,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 22:33:36,0.83,0.92,FALSE,0,,FALSE,,
REC003455,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 23:02:24,0.66,0.64,FALSE,0,,FALSE,,
REC003456,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,02/01/2024 23:31:12,0.81,0.7,FALSE,0,,FALSE,,
REC003457,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 00:00:00,0.49,0.36,FALSE,0,,FALSE,,
REC003458,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 00:28:48,0.84,0.85,FALSE,0,,FALSE,,
REC003459,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 00:57:36,0.95,1.05,FALSE,0,,FALSE,,
REC003460,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 01:26:24,0.31,0.31,FALSE,0,,FALSE,,
REC003461,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 01:55:12,0.67,0.57,FALSE,0,,FALSE,,
REC003462,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 02:24:00,0.64,0.57,FALSE,0,,FALSE,,
REC003463,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 03:07:12,0.57,0.75,FALSE,0,,FALSE,,
REC003464,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 03:36:00,0.35,0.51,FALSE,0,,FALSE,,
REC003465,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 04:04:48,0.27,0.42,FALSE,0,,FALSE,,
REC003466,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 04:33:36,1.28,1.18,FALSE,0,,FALSE,,
REC003467,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 05:02:24,0.34,0.47,FALSE,0,,FALSE,,
REC003468,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 05:31:12,0.17,0.31,FALSE,0,,FALSE,,
REC003469,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 06:00:00,1.07,1.06,FALSE,0,,FALSE,,
REC003470,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 06:28:48,0.89,0.79,FALSE,0,,FALSE,,
REC003471,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 06:57:36,1.05,0.89,FALSE,0,,FALSE,,
REC003472,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 07:26:24,0.22,0.34,FALSE,0,,FALSE,,
REC003473,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 07:55:12,0.57,0.35,TRUE,62.86,Schedule change,TRUE,1/3/2024 08:07,TRUE
REC003474,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 08:24:00,0.91,1.1,FALSE,0,,FALSE,,
REC003475,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 09:07:12,0.34,0.39,FALSE,0,,FALSE,,
REC003476,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 09:36:00,0.71,0.65,FALSE,0,,FALSE,,
REC003477,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 10:04:48,0.47,0.58,FALSE,0,,FALSE,,
REC003478,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 10:33:36,0.72,0.75,FALSE,0,,FALSE,,
REC003479,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 11:02:24,0.97,1.02,FALSE,0,,FALSE,,
REC003480,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 11:31:12,0.77,1.06,FALSE,0,,FALSE,,
REC003481,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 12:00:00,0.77,0.94,FALSE,0,,FALSE,,
REC003482,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 12:28:48,1.09,1.1,FALSE,0,,FALSE,,
REC003483,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 12:57:36,0.75,0.82,FALSE,0,,FALSE,,
REC003484,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 13:26:24,0.93,1.02,FALSE,0,,FALSE,,
REC003485,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 13:55:12,0.29,0.34,FALSE,0,,FALSE,,
REC003486,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 14:24:00,0.87,0.74,FALSE,0,,FALSE,,
REC003487,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 15:07:12,1.19,1.09,FALSE,0,,FALSE,,
REC003488,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 15:36:00,0.1,0.34,FALSE,0,,FALSE,,
REC003489,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 16:04:48,0.38,0.3,FALSE,0,,FALSE,,
REC003490,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 16:33:36,0.3,0.41,FALSE,0,,FALSE,,
REC003491,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 17:02:24,0.58,0.4,TRUE,45,Schedule change,TRUE,1/3/2024 17:13,TRUE
REC003492,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 17:31:12,0.83,0.94,FALSE,0,,FALSE,,
REC003493,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 18:00:00,0.53,0.46,FALSE,0,,FALSE,,
REC003494,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 18:28:48,1.04,1.08,FALSE,0,,FALSE,,
REC003495,CUST011,Alan Thompson,jaynelee@yahoo.co.uk,Leeds,MTR0011,Detached,03/01/2024 18:57:36,1.04,1,FALSE,0,,FALSE,,
